007125	2014-12-15
005417	2014-12-15
044100	2014-12-13
045918	2014-12-12
005619	2014-12-12
000391	2014-12-12
000216	2014-12-12
036036	2014-12-11
044042	2014-12-10
036028	2014-12-10
031123	2014-12-10
045920	2014-12-09
040202	2014-12-09
047504	2014-12-08
044067	2014-12-08
044068	2014-12-08
033103	2014-12-05
